id,alive,request,resolve,url,subdomain,level,cname,ip,public,cdn,port,status,reason,title,banner,cidr,asn,org,addr,isp,source
4970,1,1,1,http://alt0818.youtube.com,alt0818.youtube.com,1,alt0818.youtube.com,172.217.1.238,1,1,80,404,Not Found,Error 404 (Not Found)!!1,,172.217.1.0/24,AS15169,Google,美国德克萨斯达拉斯,谷歌,Altdns
4984,1,1,1,https://alt0818.youtube.com,alt0818.youtube.com,1,alt0818.youtube.com,172.217.1.238,1,1,443,404,Not Found,Error 404 (Not Found)!!1,,172.217.1.0/24,AS15169,Google,美国德克萨斯达拉斯,谷歌,Altdns
4391,1,1,1,http://alt08756.youtube.com,alt08756.youtube.com,1,alt08756.youtube.com,172.217.13.110,1,1,80,404,Not Found,Error 404 (Not Found)!!1,,172.217.13.0/24,AS15169,Google,加拿大魁北克蒙特利尔,谷歌,AlienVaultQuery
4402,1,1,1,https://alt08756.youtube.com,alt08756.youtube.com,1,alt08756.youtube.com,172.217.13.110,1,1,443,404,Not Found,Error 404 (Not Found)!!1,,172.217.13.0/24,AS15169,Google,加拿大魁北克蒙特利尔,谷歌,AlienVaultQuery
7426,1,1,1,http://alt08758.youtube.com,alt08758.youtube.com,1,alt08758.youtube.com,172.217.1.238,1,1,80,404,Not Found,Error 404 (Not Found)!!1,,172.217.1.0/24,AS15169,Google,美国德克萨斯达拉斯,谷歌,Altdns
7437,1,1,1,https://alt08758.youtube.com,alt08758.youtube.com,1,alt08758.youtube.com,172.217.1.238,1,1,443,404,Not Found,Error 404 (Not Found)!!1,,172.217.1.0/24,AS15169,Google,美国德克萨斯达拉斯,谷歌,Altdns
6360,1,1,1,http://alt09056.youtube.com,alt09056.youtube.com,1,alt09056.youtube.com,172.217.1.238,1,1,80,404,Not Found,Error 404 (Not Found)!!1,,172.217.1.0/24,AS15169,Google,美国德克萨斯达拉斯,谷歌,Altdns
6370,1,1,1,https://alt09056.youtube.com,alt09056.youtube.com,1,alt09056.youtube.com,172.217.1.238,1,1,443,404,Not Found,Error 404 (Not Found)!!1,,172.217.1.0/24,AS15169,Google,美国德克萨斯达拉斯,谷歌,Altdns
4462,1,1,1,http://alt1.youtube.com,alt1.youtube.com,1,alt1.youtube.com,172.217.167.110,1,1,80,404,Not Found,Error 404 (Not Found)!!1,,172.217.160.0/20,AS15169,Google,美国加利福尼亚山景,谷歌,Brute
4469,1,1,1,https://alt1.youtube.com,alt1.youtube.com,1,alt1.youtube.com,172.217.167.110,1,1,443,404,Not Found,Error 404 (Not Found)!!1,,172.217.160.0/20,AS15169,Google,美国加利福尼亚山景,谷歌,Brute
5077,1,1,1,http://alt10270669755.youtube.com,alt10270669755.youtube.com,1,alt10270669755.youtube.com,142.250.199.78,1,1,80,404,Not Found,Error 404 (Not Found)!!1,,142.250.128.0/17,AS15169,Google,美国加利福尼亚山景,谷歌,Altdns
5112,1,1,1,https://alt10270669755.youtube.com,alt10270669755.youtube.com,1,alt10270669755.youtube.com,142.250.199.78,1,1,443,404,Not Found,Error 404 (Not Found)!!1,,142.250.128.0/17,AS15169,Google,美国加利福尼亚山景,谷歌,Altdns
4452,1,1,1,http://alt10270670055.youtube.com,alt10270670055.youtube.com,1,alt10270670055.youtube.com,172.217.13.110,1,1,80,404,Not Found,Error 404 (Not Found)!!1,,172.217.13.0/24,AS15169,Google,加拿大魁北克蒙特利尔,谷歌,AlienVaultQuery
4460,1,1,1,https://alt10270670055.youtube.com,alt10270670055.youtube.com,1,alt10270670055.youtube.com,172.217.13.110,1,1,443,404,Not Found,Error 404 (Not Found)!!1,,172.217.13.0/24,AS15169,Google,加拿大魁北克蒙特利尔,谷歌,AlienVaultQuery
7121,1,1,1,http://alt10270670056.youtube.com,alt10270670056.youtube.com,1,"alt10270670056.youtube.com,alt10270670056.youtube.com,alt10270670056.youtube.com,alt10270670056.youtube.com","108.177.12.136,108.177.12.91,108.177.12.190,108.177.12.93","1,1,1,1",1,80,404,Not Found,Error 404 (Not Found)!!1,,"108.177.12.0/24,108.177.12.0/24,108.177.12.0/24,108.177.12.0/24","AS15169,AS15169,AS15169,AS15169","Google,Google,Google,Google","美国南卡罗来纳,美国南卡罗来纳,美国南卡罗来纳,美国南卡罗来纳","谷歌,谷歌,谷歌,谷歌",Altdns
